Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
343795,B002QWOGIM,A2UVX5337BR816,J. Mcfarlane,2,2,5,1295654400,great Irish Cheddar!!,"great as a snack!! if you love shart cheddar you will love this stuff!  Check out your local markets, Costco has it cheaper than here, about $6 or $7 per pound in 2 pound blocks."
307064,B004HOOZEW,A140EBPRD09JJ6,Edward T. Geha,0,0,4,1310428800,"Like Salt & Vinegar Chips, but healthier!","If you love salt & vinegar chips like I do, these are for you.  Great salty snack, high in protein, pretty filling, and without the grease of potato chips. Definitely recommend!"
502609,B0083T5TAQ,A3GLZE0S0YDOKL,I'veGotNothing.Yet,1,1,1,1336003200,"A Very ""Vanilla"" Sampler Pack","The selection of K-Cups was not as pictured.  Out of 34 cups, I received 13 vanilla and 6 hazelnut.  Only 4 cups were not a Green Mountain Coffee product.  I ordered the sampler pack specifically so that I could try different flavors from a variety of producers.  To say that I was dissapointed is an understatement.  Clearly this product was a collection of ""leftovers."" It come packaged in a stapled brown paper bag. Don't waste your time or money."
158867,B001TH4C2A,A2TP8VCDYHH3MT,"Jackie P. ""Loca""",0,0,3,1350432000,"The taste is crunchy,","I love these almonds. They are my favorite to date and I would definitely buy again. The taste is crunchy, they are well toasted and the salt that has been added is just perfect. Not too little, not too much. Best I have ever eaten!!"
315736,B005BPVHQA,A141FW9KFSBRD0,ToddlerMom,1,2,4,1325116800,Has bananas in it,"I should have looked more closely, as my son has a banana allergy, aside from that it looks good. My to-year old daughter likes it a lot."
512696,B000GZW58E,A2GNBSBT6727OG,JMB,1,6,3,1237680000,Great item; couple issues were courteously corrected by Nutricity & Amazon,"Absolutely LOVE this product!  A few glitches with the order (some delay and problem with the age of the product).  Amazon & Nuturicity made every effort to address & correct the problems.  I will give this seller another try in the future, due to their good customer service & the great experience documented by other buyers."
389575,B006AYHNK0,A39P0Y8H788QHD,"Brendan Segraves ""bsegraves""",0,0,4,1323820800,"Pretty good, but not great","The Guatemala iperEspresso is smooth, but it's flavor isn't great. Slightly earthy, but not much else. If you're looking for a change from their standard capsules, I'd recommend their Ethopian ones. Wow, those are wonderful."
189298,B000F4J73W,A35HOUWHAYZZN6,Hedera Femme,5,7,5,1179878400,"Quality English Breakfast, the way it is meant to be enjoyed","Loose leaf tea is nearly always better than the smaller grained tea bag sort, and Twinings English Breakfast loose tea is no exception. If you are looking for a delicious and aromatic English Breakfast tea, this is a quality choice.  It may take the slightest bit more of work, but gaining the full flavor of the larger leaves is well worth the effort."
546580,B000MT8G64,AAEYO3NBQSESQ,Vadim Khavinson,0,3,2,1249516800,Tastes like cement with almonds,I expected so much more out of it but it really is that bad.  The bar is so hard it takes a lot of effort and stress on your teeth. Go with the Walgreen's brand instead as it tastes a lot better and cheaper too.
466425,B000JSQBRO,A1PTTGRS7RGJ0S,kkc7955,0,0,1,1339718400,Beware Expired Product,"This is my favorite spicy mustard.  After a trip to London, I couldn't eat any other mustard.  When the product arrived I was very excited, but noticed there was a label covering the expiration date.  I peeled it back and sure enough the mustard had expired in January.  I still opened it hoping that there was nothing wrong with it.  I've eaten enough of this mustard to know when it doesn't taste right.  This did not taste right.  I suggest you order from a different seller"
96676,B0051C0J6M,AWFA8N9IXELVH,No Pen Name,0,0,1,1351123200,Deceptive description,On Oct 9 I ordered from a different vendor the same product 1.2 oz- 6 pack.  That order was 6 packs of 1.2 oz ea.  When I saw this item I decided to order it.  it read the same as my first order 1.2 oz- 6 pack & the price was approximately the same.  I received the order today & what is it but 1 large bag of small packs totaling 1.2 oz.  I call this deceptive not curious as another reviewer put it. I think the descriptions should be more specfic. The 1 star rating I gave is because of the description not the product itself.  The chips are actually very good.
207777,B00012182G,A2RVEXGWER6F2K,"Mark Harris ""Dog Man""",7,9,1,1327449600,Too much blood,"I've been a rabbit eater for most of my life, used to shoot my own but as I get older, I've been ordering online. When this arrived, I was quite excited to get my slow cooker going and have a great stew, however when I opened the package, there was at least 8 cups of blood and intestinal type matter with the carcass. I went ahead and cleaned it up and everything worked fine but I cannot recommend this product as it's a pain to clean the body up before cooking, my preference is out of the bag straight to crock pot without having to deal with blood and guts....guess this is what happens with age."
313058,B000EZMRP2,A2KRQN4HSPSHHP,MSgolfguru,0,0,2,1313625600,Dry and hard,"While I thought the concept of Tuna Jerky sounded like a good idea, in reality these fell short.  The tuna was extremely hard and dry; all moisture was lost in the curing process and left the tuna tasting more like hard paper.  I enjoy the Salmon Jerky, but I will not be ordering the tuna again.  From the brittle hard texture to the strange after taste, this tuna was disappointing."
322144,B0012V1G0Y,A25YKWS8IXVYH8,Kevin Kingston,1,1,3,1346889600,Not good for Giant breeds!,"I have an Alaskan Malamute (120lbs) who I do not consider an aggressive chewer, but he is powerful. Even the largest size Everlasting Ball fits entirely in his jaws and he figured out pretty quickly that if he crunches down the treats just fall out. I tried it with the treats you have to screw in to see if it made it more difficult and had the same results. He finishes off the disks and ignores the toy in less than 5 minutes. Total waste for him.<br /><br />However, this toy has been a godsend for my Alaskan Klee Kai (8lbs). When she had a broken leg and was on bed rest for months this toy really helped out and would occupy her for days. Well worth it in her case.<br /><br />I think the key is getting a size appropriate for your dog. If your dog can fit the entire thing in its mouth, it's too small. When in doubt get the next size up, and if you have an XL mouthed breed don't bother."
148942,B004Q3LBTG,AXW1E45JHFF4B,smeets,2,4,1,1325203200,"Broken out of the box. Fixed myself, but still..","I received this broken as well. The steam function worked well, but the blades would not spin. After reading another review i decided to try fixing it myself before contacting customer service. I took the 5-6 screws out of the bottom and simply slipped the belt back on its gears. It works great now! I love it and it makes making baby food so simple. I would give it 5 stars if i didn't get in broken. Don't they have QC?"
206835,B001EO5VRI,A2OOGNEEW60IQ,M. Bolin,0,0,3,1224115200,Not what I expected,"This tea has added rose petals which affect the taste, and take away from the expected sweet and ""jammy"" flavor.<br />Also the leaves are chopped up and not long and twisted as other white teas I've bought have been.<br />There were no instructions on brewing so I used 2 tsps per cup (as I had with other white teas), so perhaps I made it too strong....<br />It's OK and the price is good, but I think I would spend a little more and get a more ""pure"" white tea next time."
410496,B000P49A1Q,A324OXU5GNFLII,Nicholas j atlas,5,5,3,1296950400,OK if you can't have the real thing,"After reading the rave reviews on the product website, I decided to spend the cash to try it out. The price tag is pretty steep, coming out to about $3.75 per bar. Pricey, but not insane for decent chocolate. Add to that the fact that you can't buy just one to try it and it makes for a significant investment in something you may or may not like.<br /><br />First of all, after I ordered I looked more closely at the ingredients list. Imagine my surprise when I found no difference in ingredients between the ""milk"" chocolate bars (which contained no milk) and the dark chocolate bars. I looked up the sweeteners they use and found that the claims of the ChocoPerfection bars' makers were true. They don't have most of the downsides of the sugar alcohols that most sugar free chocolate is made with. It also is high in fiber. In fact, one should really be careful with these bars as each one has 14g of fiber. If you eat two, you *will* feel it. The downside of this sweetener is that oligofructose is only about 60% as sweet as sugar. This really shows in the flavor of the chocolate.<br /><br />The candy tasted OK. Not fantastic, but edible, with a fair resemblance to actual chocolate. It didn't have the same sweetness as even normal dark chocolate does, but still tasted fairly right. It did have a slightly odd, though not entirely unpleasant under- and after-taste that might be off-putting to some. I found this to be not too bad. Another oddness is the texture. While at first the texture seems like normal chocolate, it doesn't melt or fragment quite the same way that regular chocolate does and has a somewhat unusual mouth feel. Again, I found this tolerable, but many might not.<br /><br />Would I buy them again? Overall, I'd buy them again if they were a bit cheaper or more easily available. I'd buy one occasionally in the store, if they were available that way. I wouldn't snub one if it was offered to me. All that said, I don't think I'd invest another $50 into a batch of these."
255237,B0029NVJX8,A2UF91CPX22A2T,"J. Raven ""Very Very Sane""",1,1,4,1311206400,Kitty cat crack,"I got this to give to our cat as an occasional treat. Like many of the reviewers here my cat now acts like an addict. I don't know what they put in this stuff, but she wants it all day and all night. It's gotten so she has started pestering me non stop. I'm glad I found a treat she likes, but it's a nightmare if we run out. I just came on here to order another box. I'm not sure if I want to keep dealing with this. I might have to consider kitty cat rehab."
